quote,author,predicted_tags
"There are two kinds of existentialist; first, those who are Christian...and on the other hand the atheistic existentialists, among whom...I class myself. What they have in common is that they think that existence precedes essence, or, if you prefer, that subjectivity must be the turning point.",Jean Paul Sartre,"('christianity', 'religion', 'spirituality')"
"[M]an is condemned to be free. Condemned, because he did not create himself, in other respect is free; because, once thrown into the world, he is responsible for everything he does. The Existentialist does not believe in the power of passion. He will never agree that a sweeping passion is a ravaging torrent which fatally leads a man to certain acts and is therefore an excuse. He thinks that man is responsible for his passion.",Jean Paul Sartre,"('freedom', 'light', 'passion')"
"Life is nothing until it is lived; but it is yours to make sense of, and the of it is nothing other than the sense you choose.",Jean Paul Sartre,"('god', 'inspirational', 'life')"
"You must be afraid, my son. That is how one becomes an honest citizen.",Jean Paul Sartre,"('politics', 'truth', 'you')"
The viable jewels of life remain untouched when man forgets his vocation of searching for the truth of his existence.,Jean Paul Sartre,"('inspirational', 'life', 'purpose')"
"Outside nature, against nature, without excuse, beyond remedy, except what remedy I find within myself.",Jean Paul Sartre,"('life', 'man', 'nature')"
Man must be invented each day,Jean Paul Sartre,"('inspirational', 'life', 'man')"
Photographs are not ideas. They give us ideas.,Jean Paul Sartre,"('art', 'me', 'people')"
"If you die, I will lie down beside you and I will stay there until the end, without eating or drinking, you will rot in my arms and I will love you as carcass: for you love nothing if you do not love everything.",Jean Paul Sartre,"('death', 'love', 'truth')"
"I suppose it is out of laziness that the world is the same day after day. Today it seemed to want to change. And then anything, anything could happen.",Jean Paul Sartre,"('change', 'time', 'world')"
"Naturally, in the course of my life I have made lots of mistakes, large and small, for one reason or another, but at the heart of it all, every time I made a mistake it was because I was not radical enough.",Jean Paul Sartre,"('life', 'love', 'success')"
"Smooth and smiling faces everywhere, but ruin in their eyes.",Jean Paul Sartre,"('humor', 'humour', 'love')"
I am responsible for everything... except my very responsibility.,Jean Paul Sartre,"('happiness', 'life', 'purpose')"
Two people can form a community by excluding a third.,Jean Paul Sartre,"('philosophy', 'selfhelp', 'spirituality')"
"The coward makes himself cowardly, the hero makes himself heroic.",Jean Paul Sartre,"('courage', 'heart', 'inspirational')"
"Our responsibility is much greater than we might have supposed, because it involves all mankind.",Jean Paul Sartre,"('humanity', 'life', 'motivationalquotes')"
"I am beginning to believe that nothing can ever be proved. These are honest hypotheses which take the facts into account: but I sense so definitely that they come from me, and that they are simply a way of unifying my own knowledge. Not a glimmer comes from Rollebon's side. Slow, lazy, sulky, the facts adapt themselves to the rigour of the order I wish to give them; but it remains outside of them. I have the feeling of doing a work of pure imagination.",Jean Paul Sartre,"('money', 'spiritual', 'truth')"
"I had realized in the meantime that action too has its difficulties, and that one can also be led to it by neurosis. We are not saved by politics any more than by literature.",Jean Paul Sartre,"('politics', 'power', 'science')"
"Objects should not touch because they are not alive. You use them, put them back in place, you live among them: they are useful, nothing more. But they touch me, it is unbearable. I am afraid of being in contact with them as though they were living beasts.",Jean Paul Sartre,"('death', 'future', 'life')"
One cannot become a saint when one works sixteen hours a day.,Jean Paul Sartre,"('art', 'prayer', 'work')"
"Every age has its own poetry; in every age the circumstances of history choose a nation, a race, a class to take up the torch by creating situations that can be expressed or transcended only through poetry.",Jean Paul Sartre,"('life', 'poetry', 'writing')"
"Be quiet! Anyone can spit in my face, and call me a criminal and a prostitute. But no one has the right to judge my remorse.",Jean Paul Sartre,"('education', 'humor', 'life')"
The consciousness that says 'I am' is not the consciousness that thinks.,Jean Paul Sartre,"('life', 'philosophy', 'selfhelp')"
"There is no human nature, since there is no god to conceive it.",Jean Paul Sartre,"('god', 'humanity', 'nature')"
"I committed the first crime by creating men as mortals. After that, what more could you do, you the murderers? Come on; they already had death in them: at most you simply hastened things a little.",Jean Paul Sartre,"('humor', 'religion', 'society')"
"One is still what one is going to cease to be and already what one is going to become. One lives one's death, one dies one's life.",Jean Paul Sartre,"('death', 'life', 'war')"
What is not possible is not to choose.,Jean Paul Sartre,"('future', 'inspirational', 'life')"
I found the human heart empty and insipid everywhere except in books.,Jean Paul Sartre,"('books', 'heart', 'reading')"
Something begins in order to end: an adventure doesn't let itself be extended it achieves significance only through its death.,Jean Paul Sartre,"('death', 'life', 'nature')"
"It would be much better if I could only stop thinking. Thoughts are the dullest things. Duller than flesh. They stretch out and there's no end to them and they leave a funny taste in the mouth. Then there are words, inside the thoughts, unfinished words, a sketchy sentence which constantly returns...It goes, it goes ... and there's no end to it. It's worse than the rest because I feel responsible and have complicity in it. For example, this sort of painful rumination: I exist, I am the one who keeps it up. I.",Jean Paul Sartre,"('creativity', 'words', 'writing')"
"[Lost of the absolute] is in this sense that ''I no longer know what to do with my life"" must be understood. Critics have been mistaken about the meaning of this phrase, seeing in it a cry of despair as in Simone de Beauvoir's ""I have been cheated."" When she uses this word it is to indicate that she claims from life an absolute which she cannot find there.",Jean Paul Sartre,"('death', 'life', 'love')"
"You are -- your life, and nothing else.",Jean Paul Sartre,"('life', 'reality', 'truth')"
"I will take it all: tongs, molten lead, prongs, garrotes, all that burns, all that tears, I want to truly suffer. Better one hundred bites, better the whip, vitriol, than this suffering in the head, this ghost of suffering which grazes and caresses and never hurts enough.",Jean Paul Sartre,"('hope', 'love', 'pain')"
"There were days when you peered into yourself, into the secret places of your heart, and what you saw there made you faint with horror. And then, next day, you didn't know what to make of it,you couldn't interpret the horror you had glimpsed the day before. Yes, you know what evil costs.",Jean Paul Sartre,"('death', 'fear', 'love')"
To read a poem in January is as lovely as to go for a walk in June,Jean Paul Sartre,"('learning', 'nature', 'poetry')"
When you live alone you no longer know what it is to tell a story: the plausible disappears at the same time as the friends. You let events flow by too: you suddenly see people appear who speak and then go away; you plunge into stories of which you can't make head or tail: you'd make a terrible witness.,Jean Paul Sartre,"('friends', 'life', 'writing')"
